iter	Passed	Remaining
867	37163	5651
868	37205	5608
869	37248	5565
870	37291	5523
871	37337	5480
872	37379	5437
873	37422	5395
874	37466	5352
875	37509	5309
876	37551	5266
877	37593	5223
878	37635	5180
879	37678	5137
880	37722	5095
881	37764	5052
882	37808	5009
883	37849	4966
884	37893	4923
885	37935	4881
886	37978	4838
887	38020	4795
888	38062	4752
889	38105	4709
890	38148	4666
891	38192	4624
892	38235	4581
893	38278	4538
894	38320	4495
895	38363	4452
896	38407	4410
897	38453	4367
898	38495	4324
899	38537	4281
900	38580	4239
901	38623	4196
902	38666	4153
903	38709	4110
904	38751	4067
905	38793	4024
906	38835	3982
907	38879	3939
908	38922	3896
909	38964	3853
910	39007	3810
911	39049	3767
912	39091	3725
913	39134	3682
914	39177	3639
915	39220	3596
916	39263	3553
917	39305	3510
918	39348	3468
919	39391	3425
920	39433	3382
921	39476	3339
922	39519	3296
923	39561	3253
924	39604	3211
925	39646	3168
926	39689	3125
927	39731	3082
928	39774	3039
929	39816	2996
930	39859	2954
931	39902	2911
932	39945	2868
933	39987	2825
934	40029	2782
935	40072	2739
936	40115	2697
937	40157	2654
938	40200	2611
939	40243	2568
940	40285	2525
941	40340	2483
942	40382	2440
943	40424	2398
944	40467	2355
945	40509	2312
946	40551	2269
947	40594	2226
948	40637	2183
949	40680	2141
950	40722	2098
951	40765	2055
952	40807	2012
953	40850	1969
954	40892	1926
955	40935	1884
956	40977	1841
957	41019	1798
958	41061	1755
959	41104	1712
960	41147	1669
961	41190	1627
962	41233	1584
963	41276	1541
964	41318	1498
965	41360	1455
966	41404	1412
967	41446	1370
968	41489	1327
969	41531	1284
970	41574	1241
971	41617	1198
972	41660	1156
973	41702	1113
974	41745	1070
975	41787	1027
976	41829	984
977	41872	941
978	41915	899
979	41958	856
980	42001	813
981	42043	770
982	42086	727
983	42128	685
984	42171	642
985	42214	599
986	42257	556
987	42300	513
988	42342	470
989	42385	428
990	42429	385
991	42471	342
992	42514	299
993	42558	256
994	42600	214
995	42642	171
996	42685	128
997	42728	85
998	42769	42
999	42812	0
